episode_id,step,action,reward,done,next_obs_0,next_obs_1,return
0,1,0,-1.0,0,-0.50168514,-0.0011730116,-151.0
0,2,0,-1.0,0,-0.50402236,-0.0023372455,-151.0
0,3,0,-1.0,0,-0.5075064,-0.0034839842,-151.0
0,4,0,-1.0,0,-0.512111,-0.0046046306,-151.0
0,5,0,-1.0,0,-0.51780176,-0.005690772,-151.0
0,6,0,-1.0,0,-0.524536,-0.0067342473,-151.0
0,7,0,-1.0,0,-0.5322632,-0.007727218,-151.0
0,8,0,-1.0,0,-0.54092544,-0.008662242,-151.0
0,9,0,-1.0,0,-0.55045784,-0.00953235,-151.0
0,10,0,-1.0,0,-0.5607889,-0.010331126,-151.0
0,11,0,-1.0,0,-0.5718417,-0.011052778,-151.0
0,12,0,-1.0,0,-0.58353394,-0.011692218,-151.0
0,13,0,-1.0,0,-0.59577906,-0.012245121,-151.0
0,14,0,-1.0,0,-0.60848707,-0.012707991,-151.0
0,15,0,-1.0,0,-0.6215652,-0.013078188,-151.0
0,16,0,-1.0,0,-0.6349192,-0.013353972,-151.0
0,17,0,-1.0,0,-0.6484537,-0.013534501,-151.0
0,18,0,-1.0,0,-0.66207355,-0.013619833,-151.0
0,19,0,-1.0,0,-0.67568445,-0.013610887,-151.0
0,20,0,-1.0,0,-0.68919384,-0.0135094095,-151.0
0,21,0,-1.0,0,-0.7025117,-0.013317904,-151.0
0,22,0,-1.0,0,-0.7155513,-0.013039565,-151.0
0,23,0,-1.0,0,-0.72822946,-0.012678179,-151.0
0,24,0,-1.0,0,-0.74046755,-0.012238045,-151.0
0,25,0,-1.0,0,-0.7521914,-0.011723873,-151.0
0,26,0,-1.0,0,-0.76333207,-0.0111406855,-151.0
0,27,0,-1.0,0,-0.7738258,-0.010493727,-151.0
0,28,0,-1.0,0,-0.7836142,-0.009788386,-151.0
0,29,0,-1.0,0,-0.7926443,-0.009030105,-151.0
0,30,0,-1.0,0,-0.80086863,-0.00822433,-151.0
0,31,0,-1.0,0,-0.80824506,-0.007376451,-151.0
0,32,0,-1.0,0,-0.81473684,-0.006491766,-151.0
0,33,0,-1.0,0,-0.8203123,-0.0055754506,-151.0
0,34,0,-1.0,0,-0.82494485,-0.00463255,-151.0
0,35,2,-1.0,0,-0.82661283,-0.0016679731,-151.0
0,36,0,-1.0,0,-0.82730854,-0.00069568434,-151.0
0,37,0,-1.0,0,-0.8270287,0.00027980632,-151.0
0,38,0,-1.0,0,-0.82577467,0.0012540102,-151.0
